"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","rangemean","rangelci","rangerci"
"Orange-bellied Leafbird","Chloropsis hardwickii","orblea1","Passeriformes","Chloropseidae (Leafbirds)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Orange-bellied Leafbird","Chloropsis hardwickii","Orange-bellied Leafbird","Chloropsis hardwickii","Least Concern","Schedule-II","","",NA,"Orange-bellied Leafbird","Chloropsis hardwickii","avibase-1CC565B8",1,3.22,1,0.16726975,1257,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Streaked Weaver","Ploceus manyar","strwea2","Passeriformes","Ploceidae (Weavers and Allies)","Moderate","Uncertain","Strong Decline","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Wetland","Resident",1,NA,NA,"Streaked Weaver","Ploceus manyar","Streaked Weaver","Ploceus manyar","Least Concern","Schedule-II","","",NA,"Streaked Weaver","Ploceus manyar","avibase-29FF745B",1,3.15,2,0.525074813,1258,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baya Weaver","Ploceus philippinus","baywea1","Passeriformes","Ploceidae (Weavers and Allies)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Baya Weaver","Ploceus philippinus","Baya Weaver","Ploceus philippinus","Least Concern","Schedule-II","","",NA,"Baya Weaver","Ploceus philippinus","avibase-03DE2091",1,3.41,3,0.462756432,1259,NA,NA,"X",21,NA,0.17687074829932,0.428571428571429,5.71428571428571,1.743360739109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35162,35024,35300
"Finn's Weaver","Ploceus megarhynchus","yelwea1","Passeriformes","Ploceidae (Weavers and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Wetland","Resident",NA,NA,NA,"Finn's Weaver","Ploceus megarhynchus","Finn's Weaver","Ploceus megarhynchus","Endangered","Schedule-I","","",NA,"Finn's Weaver","Ploceus megarhynchus","avibase-47903D44",1,3.57,2,0.983744979,1260,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-breasted Weaver","Ploceus benghalensis","benwea1","Passeriformes","Ploceidae (Weavers and Allies)","Low","Data Deficient","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Wetland","Resident",NA,NA,NA,"Black-breasted Weaver","Ploceus benghalensis","Black-breasted Weaver","Ploceus benghalensis","Least Concern","Schedule-II","","",NA,"Black-breasted Weaver","Ploceus benghalensis","avibase-AE1F2524",1,3.11,1,0.851800633,1261,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Indian Silverbill","Euodice malabarica","indsil","Passeriformes","Estrildidae (Waxbills and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Indian Silverbill","Euodice malabarica","Indian Silverbill","Euodice malabarica","Least Concern","Schedule-II","","",NA,"Indian Silverbill","Euodice malabarica","avibase-C03E353A",1,2.55,1,0.743479346,1262,NA,NA,"X",34,NA,0.242647058823529,0.470588235294118,6,1.36225774637472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40544,40439,40649
"Scaly-breasted Munia","Lonchura punctulata","nutman","Passeriformes","Estrildidae (Waxbills and Allies)","Low","Uncertain","Uncertain","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Scaly-breasted Munia","Lonchura punctulata","Scaly-breasted Munia","Lonchura punctulata","Least Concern","Schedule-II","","",NA,"Scaly-breasted Munia","Lonchura punctulata","avibase-6D4F72B1",1,2.33,2,0.297968075,1263,NA,NA,"X",44,0.0454545454545455,0.278409090909091,0.568181818181818,5.61363636363636,1.10046417093193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54664,54560,54768
"Black-throated Munia","Lonchura kelaarti","bltmun1","Passeriformes","Estrildidae (Waxbills and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"Black-throated Munia","Lonchura kelaarti","Black-throated Munia","Lonchura kelaarti","Least Concern","Schedule-II","","",NA,"Black-throated Munia","Lonchura kelaarti","avibase-9138891C",1,2.23,2,0.816719709,1264,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-rumped Munia","Lonchura striata","whrmun","Passeriformes","Estrildidae (Waxbills and Allies)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",1,NA,NA,"White-rumped Munia","Lonchura striata","White-rumped Munia","Lonchura striata","Least Concern","Schedule-II","","",NA,"White-rumped Munia","Lonchura striata","avibase-22BE6FC5",1,2.28,4,0.195503038,1265,NA,NA,"X",11,NA,0.254545454545455,0.545454545454545,6.09090909090909,2.79012473431885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10884,10884,10884
"Tricolored Munia","Lonchura malacca","trimun","Passeriformes","Estrildidae (Waxbills and Allies)","Moderate","Uncertain","Strong Decline","Large","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indian Subcontinent","Grassland & Scrub","Resident",NA,NA,NA,"Tricoloured Munia","Lonchura malacca","Tricoloured Munia","Lonchura malacca","Least Concern","Schedule-II","","",NA,"Tricolored Munia","Lonchura malacca","avibase-937B5409",1,2.26,1,0.885395356,1266,NA,NA,"X",14,NA,0.342857142857143,0.571428571428571,9.28571428571429,2.18824833353776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18882,18882,18882
"Chestnut Munia","Lonchura atricapilla","chemun","Passeriformes","Estrildidae (Waxbills and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Grassland & Scrub","Resident",NA,NA,NA,"Chestnut Munia","Lonchura atricapilla","Chestnut Munia","Lonchura atricapilla","Least Concern","Schedule-II","","",NA,"Chestnut Munia","Lonchura atricapilla","avibase-5634598A",1,2.27,2,0.130863344,1267,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pin-tailed Parrotfinch","Erythrura prasina","pitpar1","Passeriformes","Estrildidae (Waxbills and Allies)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Uncertain",NA,1,NA,"Pin-tailed Parrotfinch","Erythrura prasina","Pin-tailed Parrotfinch","Erythrura prasina","Least Concern","Recent addition","","",NA,"Pin-tailed Parrotfinch","Erythrura prasina","avibase-C8D798BA",NA,2.29,1,NA,1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green Avadavat","Amandava formosa","grnava1","Passeriformes","Estrildidae (Waxbills and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Plant & Seed","Yes","Yes","No","Central India","Grassland & Scrub","Resident",NA,NA,NA,"Green Munia","Amandava formosa","Green Avadavat","Amandava formosa","Vulnerable","Schedule-I","Appendix II","",NA,"Green Avadavat","Amandava formosa","avibase-7423EBDD",1,2.49,1,1,1269,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Avadavat","Amandava amandava","redava","Passeriformes","Estrildidae (Waxbills and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Grassland & Scrub","Resident",NA,NA,NA,"Red Munia","Amandava amandava","Red Avadavat","Amandava amandava","Least Concern","Schedule-II","","",NA,"Red Avadavat","Amandava amandava","avibase-F30FC757",1,2.78,1,0.430548386,1270,NA,NA,"X",10,NA,0.3375,0.7,8.2,1.88902608652066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29400,29280,29520
"Alpine Accentor","Prunella collaris","alpacc1","Passeriformes","Prunellidae (Accentors)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Alpine Accentor","Prunella collaris","Alpine Accentor","Prunella collaris","Least Concern","Schedule-II","","",NA,"Alpine Accentor","Prunella collaris","avibase-A783468F",1,4.21,3,0.011144747,1271,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Altai Accentor","Prunella himalayana","himacc1","Passeriformes","Prunellidae (Accentors)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",1,NA,NA,"Altai Accentor","Prunella himalayana","Altai Accentor","Prunella himalayana","Least Concern","Schedule-II","","",NA,"Altai Accentor","Prunella himalayana","avibase-EB8501AD",1,3.94,1,0.050653166,1272,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robin Accentor","Prunella rubeculoides","robacc1","Passeriformes","Prunellidae (Accentors)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Robin Accentor","Prunella rubeculoides","Robin Accentor","Prunella rubeculoides","Least Concern","Schedule-II","","",NA,"Robin Accentor","Prunella rubeculoides","avibase-0158561B",1,3.81,2,0.063880246,1273,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-breasted Accentor","Prunella strophiata","rubacc1","Passeriformes","Prunellidae (Accentors)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Rufous-breasted Accentor","Prunella strophiata","Rufous-breasted Accentor","Prunella strophiata","Least Concern","Schedule-II","","",NA,"Rufous-breasted Accentor","Prunella strophiata","avibase-68193296",1,3.57,2,0.073047699,1274,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown Accentor","Prunella fulvescens","broacc1","Passeriformes","Prunellidae (Accentors)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Alpine & Cold Desert","Resident & Altitudinal Migrant",NA,NA,NA,"Brown Accentor","Prunella fulvescens","Brown Accentor","Prunella fulvescens","Least Concern","Schedule-II","","",NA,"Brown Accentor","Prunella fulvescens","avibase-AEBE407C",1,3.66,3,0.013468505,1275,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-throated Accentor","Prunella atrogularis","bltacc1","Passeriformes","Prunellidae (Accentors)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Black-throated Accentor","Prunella atrogularis","Black-throated Accentor","Prunella atrogularis","Least Concern","Schedule-II","","",NA,"Black-throated Accentor","Prunella atrogularis","avibase-C68A31C1",1,3.77,2,0.042798037,1276,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maroon-backed Accentor","Prunella immaculata","mabacc1","Passeriformes","Prunellidae (Accentors)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Maroon-backed Accentor","Prunella immaculata","Maroon-backed Accentor","Prunella immaculata","Least Concern","Schedule-II","","",NA,"Maroon-backed Accentor","Prunella immaculata","avibase-D47C1AA7",1,3.7,1,0.006224967,1277,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"House Sparrow","Passer domesticus","houspa","Passeriformes","Passeridae (Old World Sparrows)","Low","Stable","Stable","Very Large","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident & Winter Migrant",NA,NA,NA,"House Sparrow","Passer domesticus","House Sparrow","Passer domesticus","Least Concern","Schedule-II","","",NA,"House Sparrow","Passer domesticus","avibase-240E3390",1,4.91,3,0.087417977,1278,NA,NA,"X",44,0.0227272727272727,0.306818181818182,0.636363636363636,5.34090909090909,1.14517949481343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48782,48695,48869
"Spanish Sparrow","Passer hispaniolensis","spaspa1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,NA,NA,"Spanish Sparrow","Passer hispaniolensis","Spanish Sparrow","Passer hispaniolensis","Least Concern","Schedule-II","","",NA,"Spanish Sparrow","Passer hispaniolensis","avibase-5A8E09A1",1,2.83,1,0.054404315,1279,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sind Sparrow","Passer pyrrhonotus","sinspa1","Passeriformes","Passeridae (Old World Sparrows)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Plant & Seed","No","Yes","No","Indus Plains","Open Habitat","Resident",NA,NA,NA,"Sind Sparrow","Passer pyrrhonotus","Sind Sparrow","Passer pyrrhonotus","Least Concern","Schedule-II","","",NA,"Sind Sparrow","Passer pyrrhonotus","avibase-E60EFA61",1,3.4,1,0.12132013,1280,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Russet Sparrow","Passer cinnamomeus","russpa2","Passeriformes","Passeridae (Old World Sparrows)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident & Altitudinal Migrant",NA,NA,NA,"Russet Sparrow","Passer cinnamomeus","Russet Sparrow","Passer cinnamomeus","Least Concern","Schedule-II","","",NA,"Russet Sparrow","Passer cinnamomeus","avibase-469D6B56",1,3.21,2,0.036951533,1281,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Tree Sparrow","Passer montanus","eutspa","Passeriformes","Passeridae (Old World Sparrows)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Eurasian Tree Sparrow","Passer montanus","Eurasian Tree Sparrow","Passer montanus","Least Concern","Schedule-II","","",NA,"Eurasian Tree Sparrow","Passer montanus","avibase-C22FBF8D",1,3.26,4,0.005202217,1282,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yellow-throated Sparrow","Gymnoris xanthocollis","chspet1","Passeriformes","Passeridae (Old World Sparrows)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Yellow-throated Sparrow","Gymnoris xanthocollis","Chestnut-shouldered Bush-sparrow","Gymnoris xanthocollis","Least Concern","Schedule-II","","",NA,"Yellow-throated Sparrow","Gymnoris xanthocollis","avibase-77CBF484",1,2.81,2,0.592349513,1283,NA,NA,"X",19,NA,0.210526315789474,0.473684210526316,7.42105263157895,1.90369099297587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28358,28236,28480
"Rock Sparrow","Petronia petronia","rocpet1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Non-specialized","Uncertain",NA,1,NA,"Rock Sparrow","Petronia petronia","Rock Sparrow","Petronia petronia","Least Concern","Schedule-II","","",NA,"Rock Sparrow","Petronia petronia","avibase-F8748F12",NA,2.32,1,1.01e-06,1284,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale Rockfinch","Carpospiza brachydactyla","palroc1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Open Habitat","Winter Migrant",NA,1,NA,"Pale Rockfinch","Carpospiza brachydactyla","Pale Sparrow","Carpospiza brachydactyla","Least Concern","Schedule-II","","",NA,"Pale Rockfinch","Carpospiza brachydactyla","avibase-B1A5B22C",NA,3.04,1,NA,1285,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-winged Snowfinch","Montifringilla adamsi","blwsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",1,NA,NA,"Black-winged Snowfinch","Montifringilla adamsi","Black-winged Snowfinch","Montifringilla adamsi","Least Concern","Schedule-II","","",NA,"Black-winged Snowfinch","Montifringilla adamsi","avibase-0039BCC0",1,3.55,1,0.037896195,1286,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-rumped Snowfinch","Onychostruthus taczanowskii","whrsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,1,NA,"White-rumped Snowfinch","Onychostruthus taczanowskii","White-rumped Snowfinch","Onychostruthus taczanowskii","Least Concern","Schedule-II","","",NA,"White-rumped Snowfinch","Onychostruthus taczanowskii","avibase-B0303029",1,3.53,1,0.004573461,1287,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rufous-necked Snowfinch","Pyrgilauda ruficollis","runsno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Rufous-necked Snowfinch","Pyrgilauda ruficollis","Rufous-necked Snowfinch","Pyrgilauda ruficollis","Least Concern","Schedule-II","","",NA,"Rufous-necked Snowfinch","Pyrgilauda ruficollis","avibase-24BD3553",1,3.1,1,0.002512269,1288,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blanford's Snowfinch","Pyrgilauda blanfordi","blasno1","Passeriformes","Passeridae (Old World Sparrows)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Alpine & Cold Desert","Resident",NA,NA,NA,"Blanford's Snowfinch","Pyrgilauda blanfordi","Plain-backed Snowfinch","Pyrgilauda blanfordi","Least Concern","Schedule-II","","",NA,"Blanford's Snowfinch","Pyrgilauda blanfordi","avibase-5DE8CA02",1,3.45,1,0.010954402,1289,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Forest Wagtail","Dendronanthus indicus","forwag1","Passeriformes","Motacillidae (Wagtails and Pipits)","High","Strong Decline","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Winter Migrant",1,NA,NA,"Forest Wagtail","Dendronanthus indicus","Forest Wagtail","Dendronanthus indicus","Least Concern","Schedule-I","","Appendix II",NA,"Forest Wagtail","Dendronanthus indicus","avibase-8E872FAA",1,2.72,1,0.039567785,1290,NA,NA,"X",1,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681,1621,1741
"Gray Wagtail","Motacilla cinerea","grywag","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Non-specialized","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Grey Wagtail","Motacilla cinerea","Grey Wagtail","Motacilla cinerea","Least Concern","Schedule-II","","Appendix II",NA,"Grey Wagtail","Motacilla cinerea","avibase-AE073221",1,2.25,1,0.091365177,1291,NA,NA,"X",30,0.0333333333333333,0.25,0.6,6.36666666666667,1.40171649562228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46155,46045,46265
"Western Yellow Wagtail","Motacilla flava","eaywag1","Passeriformes","Motacillidae (Wagtails and Pipits)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Wetland","Winter Migrant",NA,NA,NA,"Western Yellow Wagtail","Motacilla flava","Western Yellow Wagtail","Motacilla flava","Least Concern","Schedule-II","","Appendix II",NA,"Western Yellow Wagtail","Motacilla flava","avibase-5983D677",1,2.39,5,0.05059992,1292,NA,NA,"X",15,0.0666666666666667,0.19047619047619,0.266666666666667,7.26666666666667,1.94563625697211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24054,23950,24158
