"eBird.English.Name.2024","eBird.Scientific.Name.2024","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2025.lci","proj2025.mean","proj2025.rci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","rangemean","rangelci","rangerci"
"Crimson-naped Woodpecker","Dryobates cathpharius","crbwoo6","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Crimson-breasted Woodpecker","Dryobates cathpharius","Scarlet-breasted Woodpecker","Dryobates cathpharius","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bay Woodpecker","Blythipicus pyrrhotis","baywoo1","Piciformes","Picidae (Woodpeckers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Bay Woodpecker","Blythipicus pyrrhotis","Bay Woodpecker","Blythipicus pyrrhotis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Greater Flameback","Chrysocolaptes guttacristatus","grefla1","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Greater Flameback","Chrysocolaptes guttacristatus","Greater Flameback","Chrysocolaptes guttacristatus","Least Concern","Schedule-II","","",NA,"","","X",12,NA,0.319444444444444,0.5,7.91666666666667,2.5584676205996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13355,13238,13472
"Malabar Flameback","Chrysocolaptes socialis","grefla4","Piciformes","Picidae (Woodpeckers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Malabar Flameback","Chrysocolaptes socialis","","","Not recognized","Schedule-II","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White-naped Woodpecker","Chrysocolaptes festivus","whnwoo1","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-naped Woodpecker","Chrysocolaptes festivus","White-naped Woodpecker","Chrysocolaptes festivus","Least Concern","Schedule-II","","",NA,"","","X",8,NA,0.196428571428571,0.25,8.5,2.98630206107822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13520,13399,13641
"Rufous Woodpecker","Micropternus brachyurus","rufwoo2","Piciformes","Picidae (Woodpeckers)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Rufous Woodpecker","Micropternus brachyurus","Rufous Woodpecker","Micropternus brachyurus","Least Concern","Schedule-II","","",NA,"","","X",8,NA,0.267857142857143,0.25,8.75,3.46976944479024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13147,13029,13265
"Pale-headed Woodpecker","Gecinulus grantia","pahwoo1","Piciformes","Picidae (Woodpeckers)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Pale-headed Woodpecker","Gecinulus grantia","Pale-headed Woodpecker","Gecinulus grantia","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Himalayan Flameback","Dinopium shorii","himfla1","Piciformes","Picidae (Woodpeckers)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,NA,"Himalayan Flameback","Dinopium shorii","Himalayan Flameback","Dinopium shorii","Least Concern","Schedule-II","","",NA,"","","X",10,NA,0.4,0.4,9.1,2.58789283652421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13739,13295,14183
"Common Flameback","Dinopium javanense","comfla1","Piciformes","Picidae (Woodpeckers)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Common Flameback","Dinopium javanense","Common Flameback","Dinopium javanense","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Black-rumped Flameback","Dinopium benghalense","bkrfla1","Piciformes","Picidae (Woodpeckers)","Low","Stable","Moderate Increase","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Black-rumped Flameback","Dinopium benghalense","Black-rumped Flameback","Dinopium benghalense","Least Concern","Schedule-II","","",NA,"","","X",105,0.0571428571428571,0.297619047619048,0.533333333333333,6.6,0.836955165297371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102690,102504,102876
"Lesser Yellownape","Picus chlorolophus","lesyel1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Lesser Yellownape","Picus chlorolophus","Lesser Yellownape","Picus chlorolophus","Least Concern","Schedule-II","","",NA,"","","X",3,NA,0.333333333333333,0.333333333333333,12,8.16013071790724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5347,5256,5438
"Streak-throated Woodpecker","Picus xanthopygaeus","sttwoo1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Streak-throated Woodpecker","Picus xanthopygaeus","Streak-throated Woodpecker","Picus xanthopygaeus","Least Concern","Schedule-II","","",NA,"","","X",11,NA,0.261363636363636,0.454545454545455,7,3.11589006691361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12875,12750,13000
"Scaly-bellied Woodpecker","Picus squamatus","scbwoo1","Piciformes","Picidae (Woodpeckers)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Scaly-bellied Woodpecker","Picus squamatus","Scaly-bellied Woodpecker","Picus squamatus","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray-headed Woodpecker","Picus canus","gyfwoo1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Grey-headed Woodpecker","Picus canus","Grey-faced Woodpecker","Picus canus","Least Concern","Schedule-II","","",NA,"","","X",7,NA,0.19047619047619,0.285714285714286,8.14285714285714,4.39162839958027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7586,7478,7694
"Greater Yellownape","Chrysophlegma flavinucha","greyel1","Piciformes","Picidae (Woodpeckers)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Greater Yellownape","Chrysophlegma flavinucha","Greater Yellownape","Chrysophlegma flavinucha","Least Concern","Schedule-II","","",NA,"","","X",1,NA,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,2000,2200
"Great Slaty Woodpecker","Mulleripicus pulverulentus","grswoo1","Piciformes","Picidae (Woodpeckers)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Great Slaty Woodpecker","Mulleripicus pulverulentus","Great Slaty Woodpecker","Mulleripicus pulverulentus","Vulnerable","Schedule-I","","",NA,"","","X",6,NA,0.261904761904762,0.5,8.5,4.19610930903061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6753,6492,7014
"White-bellied Woodpecker","Dryocopus javensis","whbwoo2","Piciformes","Picidae (Woodpeckers)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"White-bellied Woodpecker","Dryocopus javensis","White-bellied Woodpecker","Dryocopus javensis","Least Concern","Schedule-II","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andaman Woodpecker","Dryocopus hodgei","andwoo1","Piciformes","Picidae (Woodpeckers)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Woodpecker","Dryocopus hodgei","Andaman Woodpecker","Dryocopus hodgei","Vulnerable","Schedule-I","","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pied Falconet","Microhierax melanoleucos","piefal2","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Pied Falconet","Microhierax melanoleucos","Pied Falconet","Microhierax melanoleucos","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collared Falconet","Microhierax caerulescens","colfal1","Falconiformes","Falconidae (Falcons and Caracaras)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Collared Falconet","Microhierax caerulescens","Collared Falconet","Microhierax caerulescens","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Kestrel","Falco naumanni","leskes1","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Passage Migrant",NA,NA,NA,"Lesser Kestrel","Falco naumanni","Lesser Kestrel","Falco naumanni","Least Concern","Schedule-II","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Kestrel","Falco tinnunculus","eurkes","Falconiformes","Falconidae (Falcons and Caracaras)","Moderate","Moderate Decline","Strong Decline","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Common Kestrel","Falco tinnunculus","Common Kestrel","Falco tinnunculus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","X","X",72,0.0833333333333333,0.255208333333333,0.305555555555556,7.29166666666667,1.05063791263888,NA,NA,NA,-7.26785462668562,-3.89759412053183,-0.527333614378028,30.4614379449192,46.4295628254286,71.3967159545557,27.6125985678846,44.7218721346263,73.2774629967662,25.006921733888,43.0985677573691,75.3879297348262,22.6372424037583,41.5549755938883,77.706624684363,20.4895868238961,40.0867084930692,80.2237432766139,18.5472290311718,38.6896473083012,82.9366628356112,16.7927670812939,37.3599232844073,85.8474837997377,15.2091839008201,36.0939016772584,88.9616450645061,39322,39322,39322
"Red-necked Falcon","Falco chicquera","renfal1","Falconiformes","Falconidae (Falcons and Caracaras)","High","Strong Decline","Strong Decline","Large","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Resident",NA,NA,NA,"Red-necked Falcon","Falco chicquera","Red-headed Falcon","Falco chicquera","Near Threatened","Schedule-I","Appendix II","Appendix II",NA,"","","X",39,NA,0.189102564102564,0.358974358974359,8.66666666666667,1.3856175310742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42999,42759,43239
"Red-footed Falcon","Falco vespertinus","reffal1","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Uncertain",NA,NA,NA,"Red-footed Falcon","Falco vespertinus","Red-footed Falcon","Falco vespertinus","Vulnerable","Schedule-II","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Amur Falcon","Falco amurensis","amufal1","Falconiformes","Falconidae (Falcons and Caracaras)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Passage Migrant",1,NA,NA,"Amur Falcon","Falco amurensis","Amur Falcon","Falco amurensis","Least Concern","Schedule-I","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Merlin","Falco columbarius","merlin","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Grassland","Winter Migrant",NA,NA,NA,"Merlin","Falco columbarius","Merlin","Falco columbarius","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eurasian Hobby","Falco subbuteo","eurhob","Falconiformes","Falconidae (Falcons and Caracaras)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",NA,NA,NA,"Eurasian Hobby","Falco subbuteo","Eurasian Hobby","Falco subbuteo","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","X",19,NA,0.243421052631579,0.473684210526316,9.73684210526316,2.74679082454325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307,3307,3307
"Oriental Hobby","Falco severus","orihob1","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Forest","Resident & Local Migrant",1,NA,NA,"Oriental Hobby","Falco severus","Oriental Hobby","Falco severus","Least Concern","Schedule-II","Appendix II","Appendix II",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Laggar Falcon","Falco jugger","lagfal1","Falconiformes","Falconidae (Falcons and Caracaras)","Moderate","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Grassland","Resident",1,NA,NA,"Laggar Falcon","Falco jugger","Laggar Falcon","Falco jugger","Near Threatened","Schedule-I","Appendix I","Appendix II",NA,"","","X",5,0.2,0.233333333333333,0.2,10.4,5.99644694798512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2688,2579,2797
"Saker Falcon","Falco cherrug","sakfal1","Falconiformes","Falconidae (Falcons and Caracaras)",NA,NA,NA,NA,"Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Winter Migrant & Localized Summer Migrant",1,NA,NA,"Saker Falcon","Falco cherrug","Saker Falcon","Falco cherrug","Endangered","Schedule-I","Appendix II","Appendix I",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peregrine Falcon","Falco peregrinus","perfal","Falconiformes","Falconidae (Falcons and Caracaras)","Low","Stable","Uncertain","Moderate","Diurnal","Diurnal","Vertebrate & Carrion","No","No","No","Non-endemic","Open Habitat","Resident & Winter Migrant",NA,NA,NA,"Peregrine Falcon","Falco peregrinus","Peregrine Falcon","Falco peregrinus","Least Concern","Schedule-I","Appendix I","Appendix II",NA,"","","X",39,0.0512820512820513,0.262820512820513,0.358974358974359,8.61538461538461,1.64445564277379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20842,20842,20842
"Alexandrine Parakeet","Psittacula eupatria","alepar2","Psittaciformes","Psittaculidae (Old World Parrots)","Low","Uncertain","Moderate Increase","Very Large","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Alexandrine Parakeet","Psittacula eupatria","Alexandrine Parakeet","Palaeornis eupatria","Least Concern","Schedule-II","Appendix II","",NA,"","","X",92,0.0543478260869565,0.266304347826087,0.456521739130435,6.58695652173913,0.899253046632997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100450,100267,100633
"Rose-ringed Parakeet","Psittacula krameri","rorpar","Psittaciformes","Psittaculidae (Old World Parrots)","Low","Stable","Stable","Very Large","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Non-specialized","Resident",NA,NA,NA,"Rose-ringed Parakeet","Psittacula krameri","Rose-ringed Parakeet","Alexandrinus krameri","Least Concern","Schedule-II","","",NA,"X","X","X",258,0.0736434108527132,0.35562015503876,0.534883720930233,4.63178294573643,0.438184668997682,140.239090707539,175.220539625915,219.907735407453,-0.122729504509646,1.12499114457541,2.37271179366046,82.7907407154998,95.4343234384866,110.057245206091,81.9191471358759,96.3940673823051,113.49222142457,81.0170505217094,97.3662708639317,117.101171522986,80.0989443920095,98.3511167200568,120.87377352586,79.1739447743498,99.3487907451678,124.805253828208,78.2479802409215,100.359481742955,128.89420320909,77.3250155090929,101.383381578664,133.141359521502,76.4077615490253,102.420685232412,137.548904125346,201232,201118,201346
"Slaty-headed Parakeet","Psittacula himalayana","slhpar1","Psittaciformes","Psittaculidae (Old World Parrots)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","No","Yes","Yes","Indian Subcontinent","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"Slaty-headed Parakeet","Psittacula himalayana","Slaty-headed Parakeet","Himalayapsitta himalayana","Least Concern","Schedule-II","Appendix II","",NA,"","","X",3,NA,0.416666666666667,0.333333333333333,5,2.99394945403782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4648,4512,4784
"Gray-headed Parakeet","Psittacula finschii","gyhpar2","Psittaciformes","Psittaculidae (Old World Parrots)",NA,NA,NA,NA,"Diurnal","Diurnal","Plant & Seed","No","No","No","Non-endemic","Forest","Summer Migrant & Localized Winter Migrant",1,NA,NA,"Grey-headed Parakeet","Psittacula finschii","Grey-headed Parakeet","Himalayapsitta finschii","Near Threatened","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plum-headed Parakeet","Psittacula cyanocephala","plhpar1","Psittaciformes","Psittaculidae (Old World Parrots)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Fruit & Nect","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"Plum-headed Parakeet","Psittacula cyanocephala","Plum-headed Parakeet","Himalayapsitta cyanocephala","Least Concern","Schedule-II","Appendix II","",NA,"","","X",139,0.0359712230215827,0.285971223021583,0.482014388489209,5.72661870503597,0.701275971133546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135897,135712,136082
"Blossom-headed Parakeet","Psittacula roseata","blhpar3","Psittaciformes","Psittaculidae (Old World Parrots)",NA,NA,NA,NA,"Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Blossom-headed Parakeet","Psittacula roseata","Blossom-headed Parakeet","Himalayapsitta roseata","Near Threatened","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malabar Parakeet","Psittacula columboides","malpar1","Psittaciformes","Psittaculidae (Old World Parrots)","Moderate","Moderate Decline","Uncertain","Moderate","Diurnal","Diurnal","Plant & Seed","Yes","Yes","No","Western Ghats","Forest","Resident",NA,NA,NA,"Malabar Parakeet","Psittacula columboides","Malabar Parakeet","Nicopsitta columboides","Least Concern","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Derbyan Parakeet","Psittacula derbiana","derpar1","Psittaciformes","Psittaculidae (Old World Parrots)",NA,NA,NA,NA,"Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Derbyan Parakeet","Psittacula derbiana","Lord Derby's Parakeet","Psittacula derbiana","Least Concern","Schedule-I","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red-breasted Parakeet","Psittacula alexandri","rebpar4","Psittaciformes","Psittaculidae (Old World Parrots)","Moderate","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Fruit & Nect","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Red-breasted Parakeet","Psittacula alexandri","Red-breasted Parakeet","Psittacula alexandri","Near Threatened","Schedule-I","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nicobar Parakeet","Psittacula caniceps","nicpar1","Psittaciformes","Psittaculidae (Old World Parrots)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Fruit & Nect","Yes","Yes","No","Nicobar Islands","Forest","Resident",NA,NA,1,"Nicobar Parakeet","Psittacula caniceps","Nicobar Parakeet","Psittacula caniceps","Near Threatened","Schedule-II","Appendix II","",NA,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
