gridg0,grid_label,total_checklists,wetland_checklists,non_wetland_checklists,wetland_proportion,mean_wetland_probability,n_timegroups,wetland_timegroups
237577,wetland,6,2,4,0.3333333333333333,0.256371410463,2,2025
237579,non-wetland,2,0,2,0.0,0.00039075065,2,
237586,non-wetland,1,0,1,0.0,0.027132768,1,
237613,wetland,1,1,0,1.0,0.76875174,1,2023
237624,non-wetland,2,0,2,0.0,0.059175145,1,
237626,wetland,1,1,0,1.0,0.59830505,1,2024
237630,non-wetland,3,0,3,0.0,0.0033926029999999997,2,
237631,non-wetland,1,0,1,0.0,0.0,1,
237635,non-wetland,3,0,3,0.0,0.013276999999999999,1,
237637,non-wetland,1,0,1,0.0,0.0034574224,1,
237642,non-wetland,1,0,1,0.0,4.17627e-05,1,
237645,non-wetland,1,0,1,0.0,0.011624533,1,
237646,wetland,1,1,0,1.0,0.67928386,1,2020
237647,wetland,7,2,5,0.2857142857142857,0.22408039364735716,3,"2020, 2021"
237648,non-wetland,292,23,269,0.07876712328767123,0.09404329439581575,9,
237649,non-wetland,128,3,125,0.0234375,0.037012039715446095,10,
237650,non-wetland,17,0,17,0.0,0.018134855383341177,5,
237651,non-wetland,1,0,1,0.0,0.019524876,1,
237652,non-wetland,1,0,1,0.0,0.005,1,
237653,non-wetland,1,0,1,0.0,0.017447915,1,
237657,non-wetland,5,0,5,0.0,0.02951724176,1,
237665,non-wetland,1,0,1,0.0,0.0,1,
237667,non-wetland,2,0,2,0.0,0.026374955,1,
237668,non-wetland,4,0,4,0.0,0.185124215,3,
237669,non-wetland,38,0,38,0.0,0.06004079564849474,3,
237670,non-wetland,16,0,16,0.0,0.16180507072875,3,
237671,non-wetland,11,2,9,0.18181818181818182,0.4032665549090909,3,
237672,non-wetland,1,0,1,0.0,0.21325806,1,
237676,non-wetland,24,0,24,0.0,0.018771270790791664,4,
237677,non-wetland,2,0,2,0.0,0.07241123499999999,1,
237680,non-wetland,1,0,1,0.0,0.13941108,1,
237681,non-wetland,1,0,1,0.0,0.15913951,1,
237684,wetland,3,2,1,0.6666666666666666,0.6107488900000001,2,2025
237685,wetland,1,1,0,1.0,0.7558951,1,2023
237687,wetland,42,18,24,0.42857142857142855,0.4582734175770262,8,"2017, 2022, 2024"
237688,non-wetland,77,3,74,0.03896103896103896,0.11516142990905455,8,
237689,non-wetland,98,24,74,0.24489795918367346,0.2510088403187827,6,
237690,non-wetland,46,2,44,0.043478260869565216,0.15460698451982174,9,
237691,wetland,16,1,15,0.0625,0.24376495325625,4,2025
237692,non-wetland,1,0,1,0.0,0.10607036,1,
237693,non-wetland,3,0,3,0.0,0.013096861000000001,2,
237698,non-wetland,2,0,2,0.0,0.23306841,2,
237699,non-wetland,13,0,13,0.0,0.021374247154,6,
237700,non-wetland,13,0,13,0.0,0.003336438448369231,4,
237701,non-wetland,2,0,2,0.0,0.0852462865,2,
237702,non-wetland,8,2,6,0.25,0.250638828,2,
237703,non-wetland,7,0,7,0.0,0.05269643785914285,4,
237704,non-wetland,367,1,366,0.0027247956403269754,0.007503610060953406,13,
237705,non-wetland,9,0,9,0.0,0.0025448897314,5,
237707,non-wetland,7,0,7,0.0,0.07229044865714286,2,
237708,non-wetland,393,0,393,0.0,0.030668467292416287,13,
237710,non-wetland,2,0,2,0.0,0.0244547463,2,
237766,non-wetland,33,5,28,0.15151515151515152,0.2398584963757576,3,
237771,non-wetland,10,0,10,0.0,0.136302976413,4,
237772,non-wetland,1,0,1,0.0,0.010492795,1,
237775,non-wetland,5,0,5,0.0,0.0074567736263000005,1,
237800,non-wetland,13,0,13,0.0,0.0004531632637076923,2,
237801,non-wetland,36,0,36,0.0,0.0032294117911833334,1,
237807,non-wetland,21,0,21,0.0,0.006961042544,2,
237808,non-wetland,7,0,7,0.0,0.0073829535714285705,1,
237809,non-wetland,47,0,47,0.0,0.002065941706034043,1,
237810,non-wetland,30,0,30,0.0,0.0013409563655333333,1,
237910,wetland,45,43,2,0.9555555555555556,0.7122046582222222,11,"2007-2010, 2011-2012, 2014, 2016, 2017, 2020, 2021, 2022, 2023, 2024, 2025"
237912,wetland,7,4,3,0.5714285714285714,0.4790648145714286,2,"2014, 2022"
237913,non-wetland,23,2,21,0.08695652173913043,0.1807401267826087,4,
237914,non-wetland,26,0,26,0.0,0.09179363619230768,4,
237915,wetland,73,3,70,0.0410958904109589,0.1352909959739726,11,2019
237916,non-wetland,9,0,9,0.0,0.03440647788888889,3,
237917,non-wetland,13,0,13,0.0,0.09852556076923077,3,
237918,non-wetland,78,1,77,0.01282051282051282,0.05764236942307692,11,
237919,non-wetland,13,0,13,0.0,0.10050982307692308,5,
237920,non-wetland,6,0,6,0.0,0.170344343,4,
237922,non-wetland,25,0,25,0.0,0.066530386,4,
237923,non-wetland,722,11,711,0.015235457063711912,0.04355893297836108,14,
237924,wetland,21,3,18,0.14285714285714285,0.13104592642857144,4,"2020, 2022"
237925,wetland,10,4,6,0.4,0.3571894898,3,2025
237926,wetland,1,1,0,1.0,0.8402347,1,2021
237927,non-wetland,18,0,18,0.0,0.08274859811111111,6,
237928,wetland,15,1,14,0.06666666666666667,0.1124871478,6,2018
237929,non-wetland,1,0,1,0.0,0.060034245,1,
237930,wetland,7,3,4,0.42857142857142855,0.39486200285714285,3,"2011-2012, 2023"
237931,non-wetland,66,6,60,0.09090909090909091,0.17100951325757577,4,
237932,wetland,97,8,89,0.08247422680412371,0.2030375941030928,8,"2019, 2021, 2022"
237933,wetland,2206,886,1320,0.4016319129646419,0.3684206621775272,16,"2000-2006, 2011-2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020"
237934,wetland,105,20,85,0.19047619047619047,0.21076186032138,11,2017
237935,wetland,17,3,14,0.17647058823529413,0.18428777254235293,5,2018
237936,wetland,48,18,30,0.375,0.30552016770833335,6,"2023, 2025"
237937,wetland,22,17,5,0.7727272727272727,0.7048129977272727,6,"2018, 2019, 2021, 2022, 2023"
237938,wetland,20,6,14,0.3,0.296256734273,3,2023
237939,wetland,26,11,15,0.4230769230769231,0.5143096095769231,7,"2018, 2021, 2023, 2024"
237942,wetland,16,15,1,0.9375,0.8190247825,2,"2022, 2023"
237943,non-wetland,4,0,4,0.0,0.0382614405,1,
237944,wetland,13,2,11,0.15384615384615385,0.31329747353846155,6,"2015, 2021"
237945,wetland,14,4,10,0.2857142857142857,0.32771620599999995,3,2025
237947,non-wetland,5,0,5,0.0,0.114235948,3,
237948,non-wetland,2,0,2,0.0,0.2635503,1,
237949,wetland,7,7,0,1.0,0.83904177,1,2023
237950,wetland,1,1,0,1.0,0.8984603,1,2024
237951,non-wetland,13,0,13,0.0,0.07204515046153846,2,
237952,non-wetland,14,6,8,0.42857142857142855,0.33964276414285716,2,
237953,wetland,7,2,5,0.2857142857142857,0.45556567,3,"2021, 2024"
237954,wetland,6,2,4,0.3333333333333333,0.43770873166666663,2,2025
237955,wetland,12,8,4,0.6666666666666666,0.5981349575,4,"2018, 2023, 2025"
237956,wetland,7,5,2,0.7142857142857143,0.4754302308571429,2,"2016, 2024"
237957,wetland,2,2,0,1.0,0.6892831,1,2024
237958,wetland,3,3,0,1.0,0.84430087,1,2023
237963,non-wetland,1,0,1,0.0,0.015034246,1,
237966,non-wetland,2,0,2,0.0,0.00067114097,1,
237967,non-wetland,2,0,2,0.0,0.0,1,
237970,non-wetland,4,0,4,0.0,0.12863031,1,
237971,non-wetland,3,0,3,0.0,0.15671943,1,
237972,non-wetland,6,0,6,0.0,0.17736823999999998,2,
237973,non-wetland,2,0,2,0.0,0.075819445,1,
237974,non-wetland,6,0,6,0.0,0.23078194,1,
237975,non-wetland,7,0,7,0.0,0.1931172014857143,3,
237976,non-wetland,24,0,24,0.0,0.15481403333333335,5,
237977,wetland,68,6,62,0.08823529411764706,0.2097692421470588,9,2018
237978,non-wetland,398,55,343,0.13819095477386933,0.2371601981026633,15,
237979,non-wetland,136,35,101,0.25735294117647056,0.28961267534900736,10,
237980,wetland,220,117,103,0.5318181818181819,0.4882802003324091,11,"2017, 2018, 2019, 2024, 2025"
237981,wetland,17,8,9,0.47058823529411764,0.4185701845294117,6,"2022, 2023"
237983,non-wetland,1,0,1,0.0,0.19239593,1,
237984,non-wetland,1,0,1,0.0,0.074609056,1,
237985,non-wetland,1,0,1,0.0,0.023333333,1,
237988,wetland,6,6,0,1.0,0.75233398,1,2023
237989,wetland,2,2,0,1.0,0.7017947,1,2023
237992,wetland,2,2,0,1.0,0.7165519650000001,2,"2018, 2020"
237993,non-wetland,11,2,9,0.18181818181818182,0.3965539781818182,4,
237994,non-wetland,1,0,1,0.0,0.024194753,1,
237995,wetland,4,4,0,1.0,0.6848812,1,2018
237996,wetland,39,4,35,0.10256410256410256,0.17274836692607692,11,"2011-2012, 2024"
237997,non-wetland,8,0,8,0.0,0.09143641444,3,
237998,wetland,10,2,8,0.2,0.2265786035,5,2025
237999,non-wetland,83,8,75,0.0963855421686747,0.09966548801511688,9,
238000,non-wetland,846,16,830,0.018912529550827423,0.03483579349258995,11,
238001,non-wetland,126,10,116,0.07936507936507936,0.16253068902325,5,
238002,wetland,30,19,11,0.6333333333333333,0.47287433854933336,3,"2024, 2025"
238005,non-wetland,3,0,3,0.0,0.10965638266666666,2,
238006,non-wetland,1,0,1,0.0,0.058125,1,
238016,wetland,3,3,0,1.0,0.7083697933333334,2,"2022, 2023"
238017,wetland,5,5,0,1.0,0.69339828,1,2023
238018,wetland,1,1,0,1.0,0.8742654,1,2021
238019,non-wetland,17,2,15,0.11764705882352941,0.11011119859661764,6,
238022,wetland,2,1,1,0.5,0.393867735,2,2023
238023,wetland,4,4,0,1.0,0.8438882625,1,2023
238025,wetland,2,1,1,0.5,0.49569681,2,2023
238026,wetland,10,1,9,0.1,0.181522177,3,2023
238027,wetland,48,8,40,0.16666666666666666,0.2359146965625,5,2024
238028,wetland,2,1,1,0.5,0.3924464645,2,2020
238032,wetland,2,2,0,1.0,0.87704587,1,2022
238036,non-wetland,2,0,2,0.0,0.13216667,1,
238050,non-wetland,1,0,1,0.0,0.45618197,1,
238052,wetland,2,2,0,1.0,0.7598307,1,2025
238065,wetland,2,2,0,1.0,0.7504535,1,2019
238069,wetland,5,2,3,0.4,0.375697128,4,"2020, 2021"
238070,wetland,18,10,8,0.5555555555555556,0.5587436937222222,6,"2017, 2018"
238071,wetland,1,1,0,1.0,0.6913513,1,2022
238074,non-wetland,1,0,1,0.0,4.3995067e-05,1,
238076,non-wetland,1,0,1,0.0,0.032469697,1,
238077,non-wetland,1,0,1,0.0,5.3850295e-06,1,
238078,non-wetland,2,0,2,0.0,0.08939556000000001,1,
238079,non-wetland,2,0,2,0.0,0.024805194,1,
238080,wetland,2,2,0,1.0,0.80364794,1,2025
238096,non-wetland,1,0,1,0.0,0.0,1,
238099,wetland,9,6,3,0.6666666666666666,0.5751977705555555,3,"2020, 2021, 2025"
238101,wetland,4,3,1,0.75,0.47699875999999997,3,"2021, 2022, 2025"
238102,wetland,26,5,21,0.19230769230769232,0.22527618317446155,6,"2020, 2021, 2023"
238103,wetland,224,83,141,0.3705357142857143,0.33719795947626874,11,"2016, 2017, 2019, 2020, 2022, 2023"
238104,wetland,680,299,381,0.43970588235294117,0.4245788230634129,14,"2011-2012, 2015, 2016, 2017, 2018, 2021"
238105,wetland,754,229,525,0.3037135278514589,0.30363935102370704,15,"2011-2012, 2014, 2015, 2023"
238106,non-wetland,176,12,164,0.06818181818181818,0.07105663898084374,13,
238107,non-wetland,141,23,118,0.16312056737588654,0.18259772245293476,10,
238108,non-wetland,15,2,13,0.13333333333333333,0.14420688510333332,6,
238109,wetland,19,6,13,0.3157894736842105,0.30063180673157897,5,"2019, 2020, 2023"
238111,non-wetland,3,0,3,0.0,0.07711111333333333,2,
238112,non-wetland,1,0,1,0.0,0.030849462,1,
238117,wetland,1,1,0,1.0,0.73904413,1,2025
238123,non-wetland,5,0,5,0.0,0.111790761152,1,
238124,non-wetland,1,0,1,0.0,0.00028934766,1,
238125,non-wetland,8,0,8,0.0,0.0585388767786375,1,
238133,wetland,5,5,0,1.0,0.783905552,1,2025
238134,wetland,1,1,0,1.0,0.79757124,1,2025
238143,non-wetland,16,0,16,0.0,0.05696684865,1,
238144,non-wetland,1,0,1,0.0,0.033915486,1,
238147,non-wetland,2,0,2,0.0,0.0805,1,
238156,wetland,1,1,0,1.0,0.5329726,1,2017
238157,wetland,3,3,0,1.0,0.8458908966666666,1,2025
238158,wetland,34,16,18,0.47058823529411764,0.4617086336379412,6,"2017, 2018, 2024"
238159,wetland,335,229,106,0.6835820895522388,0.5984120475271641,10,"2016, 2017, 2018, 2020, 2021, 2022, 2024, 2025"
238160,wetland,5,3,2,0.6,0.4998488294,3,"2018, 2025"
238161,non-wetland,1,0,1,0.0,0.0125,1,
238162,non-wetland,7,0,7,0.0,0.06717060446428572,4,
238163,wetland,29,18,11,0.6206896551724138,0.5441724472052345,6,"2000-2006, 2021, 2025"
238164,non-wetland,20,3,17,0.15,0.1620280972095,4,
238165,non-wetland,17,2,15,0.11764705882352941,0.10131487229932352,3,
238166,wetland,71,14,57,0.19718309859154928,0.2040104039946986,10,"2011-2012, 2022"
238167,non-wetland,3,0,3,0.0,0.005405056119666667,1,
238168,non-wetland,1,0,1,0.0,0.0018341996,1,
238171,non-wetland,9,0,9,0.0,0.08567128863333334,3,
238174,non-wetland,3,0,3,0.0,0.0,2,
238178,non-wetland,3,0,3,0.0,0.08372015266666666,1,
238182,non-wetland,1,0,1,0.0,0.09751734,1,
238183,non-wetland,2,0,2,0.0,6.1697925e-07,1,
238184,non-wetland,1,0,1,0.0,0.11602164,1,
238193,non-wetland,4,0,4,0.0,0.096989705925,2,
238196,non-wetland,5,0,5,0.0,0.0024046231053000003,1,
238197,non-wetland,2,0,2,0.0,0.03154835,1,
238210,non-wetland,1,0,1,0.0,0.00017699115,1,
238211,non-wetland,3,0,3,0.0,0.031056775216666666,2,
238215,wetland,2,2,0,1.0,0.8424028,1,2017
238219,wetland,2,1,1,0.5,0.32606412500000004,2,2017
238220,non-wetland,18,1,17,0.05555555555555555,0.11264313666,5,
238225,non-wetland,1,0,1,0.0,0.008036487,1,
238229,non-wetland,1,0,1,0.0,0.081065044,1,
238230,non-wetland,1,0,1,0.0,0.18225677,1,
238231,non-wetland,1,0,1,0.0,0.026072165,1,
238257,non-wetland,1,0,1,0.0,0.10592857,1,
238264,non-wetland,3,0,3,0.0,0.005307270227333335,2,
238276,non-wetland,1,0,1,0.0,0.42642584,1,
238279,non-wetland,3,0,3,0.0,0.010003590019666666,2,
238280,non-wetland,2,0,2,0.0,0.039462175,1,
238281,non-wetland,17,1,16,0.058823529411764705,0.08517777374841176,5,
238282,non-wetland,17,1,16,0.058823529411764705,0.057838212197823535,8,
238283,non-wetland,1,0,1,0.0,0.39939943,1,
238287,non-wetland,1,0,1,0.0,0.43318304,1,
238294,non-wetland,4,0,4,0.0,9.417047025e-06,2,
238295,non-wetland,4,0,4,0.0,0.032224246917249996,2,
238296,non-wetland,25,1,24,0.04,0.097815105339412,6,
238297,wetland,5,1,4,0.2,0.17178631920680001,3,2024
238298,non-wetland,6,0,6,0.0,0.008980184466666666,3,
238299,non-wetland,4,0,4,0.0,0.006666667,1,
238300,non-wetland,96,1,95,0.010416666666666666,0.04157748671156458,6,
238301,non-wetland,374,4,370,0.0106951871657754,0.07404921985049759,6,
238302,non-wetland,354,45,309,0.1271186440677966,0.18249841188266977,6,
238303,non-wetland,12,0,12,0.0,0.05252382801666667,5,
238304,non-wetland,10,0,10,0.0,0.023959511771,4,
238308,non-wetland,2,0,2,0.0,0.002554945,1,
238309,non-wetland,2,0,2,0.0,0.046235105,1,
238313,non-wetland,5,0,5,0.0,0.11262509151820002,1,
238317,non-wetland,1,0,1,0.0,0.077220336,1,
238318,non-wetland,6,0,6,0.0,0.006042020004916667,3,
238319,wetland,39,5,34,0.1282051282051282,0.2173340370918718,6,2015
238320,non-wetland,67,2,65,0.029850746268656716,0.0668189467892985,9,
238321,non-wetland,11,1,10,0.09090909090909091,0.21220641524272726,4,
238322,wetland,3,3,0,1.0,0.5803264033333333,1,2024
238325,wetland,1,1,0,1.0,0.6670843,1,2022
238326,non-wetland,18,0,18,0.0,0.14902424088888888,2,
238327,non-wetland,18,0,18,0.0,0.019187834133444447,1,
238332,wetland,3,1,2,0.3333333333333333,0.4118265566666666,3,2021
238333,wetland,2,2,0,1.0,0.7254875700000001,1,2021
238335,wetland,1,1,0,1.0,0.5789102,1,2025
238336,wetland,5,1,4,0.2,0.388526844,3,2022
238337,non-wetland,266,18,248,0.06766917293233082,0.12240683866978158,10,
238338,non-wetland,98,7,91,0.07142857142857142,0.11893010558466836,9,
238339,wetland,2,1,1,0.5,0.443761958,1,2023
238342,non-wetland,1,0,1,0.0,0.054183982,1,
238345,non-wetland,1,0,1,0.0,0.4107693,1,
238347,wetland,19,1,18,0.05263157894736842,0.04065810864947369,3,2024
238348,wetland,10,1,9,0.1,0.15627709815,4,2022
238349,wetland,6,2,4,0.3333333333333333,0.46489021,5,"2024, 2025"
238350,non-wetland,2,0,2,0.0,0.0025088652,1,
238351,non-wetland,2,0,2,0.0,0.0192496725,2,
238352,non-wetland,15,0,15,0.0,0.0404785098629,4,
238353,non-wetland,6,0,6,0.0,0.093385603666,4,
238354,non-wetland,277,1,276,0.0036101083032490976,0.03975202163282455,12,
238355,non-wetland,2,0,2,0.0,0.24580507000000001,2,
238415,wetland,18,4,14,0.2222222222222222,0.30231391133648333,6,"2015, 2023"
238416,non-wetland,167,22,145,0.1317365269461078,0.22160397355131736,5,
238417,non-wetland,13,1,12,0.07692307692307693,0.11354804522461538,3,
238418,non-wetland,1079,5,1074,0.004633920296570899,0.01605554467263355,5,
238420,non-wetland,1,0,1,0.0,2.2805018e-06,1,
238421,non-wetland,7,0,7,0.0,0.037058192037585716,3,
238446,non-wetland,19,0,19,0.0,0.0055809890388421055,3,
238447,non-wetland,8,0,8,0.0,0.04219310873275,2,
238448,non-wetland,37,0,37,0.0,0.003912178889875675,2,
238449,non-wetland,16,0,16,0.0,0.002094524545375,3,
238450,non-wetland,22,0,22,0.0,0.001603026705818182,3,
238454,non-wetland,15,0,15,0.0,0.0002641960633333333,1,
238455,non-wetland,4,0,4,0.0,1.5902972675e-05,2,
238458,non-wetland,7,0,7,0.0,9.550527285714286e-05,3,
238562,wetland,3,2,1,0.6666666666666666,0.6441515466666666,3,"2016, 2024"
238563,non-wetland,2,0,2,0.0,0.2892074,1,
238564,non-wetland,16,2,14,0.125,0.30014210125,2,
238565,non-wetland,10,0,10,0.0,0.13884991965,2,
238566,wetland,46,5,41,0.10869565217391304,0.20585637041304347,6,2016
238567,wetland,49,4,45,0.08163265306122448,0.14015384491020408,8,2024
238568,non-wetland,13,0,13,0.0,0.1424420523076923,2,
238569,non-wetland,5,0,5,0.0,0.0937802826,3,
238570,wetland,26,3,23,0.11538461538461539,0.24899530692307692,7,2015
238571,wetland,17,1,16,0.058823529411764705,0.11573221411764706,3,2011-2012
238572,non-wetland,155,3,152,0.01935483870967742,0.06098332362193548,7,
238573,non-wetland,220,12,208,0.05454545454545454,0.0991451214573409,9,
238574,non-wetland,114,0,114,0.0,0.04038882034578947,9,
238575,non-wetland,10,0,10,0.0,0.0070028903,4,
238576,non-wetland,18,0,18,0.0,0.030901423163333337,4,
238577,non-wetland,12,0,12,0.0,0.10846062211683333,7,
238578,non-wetland,1,0,1,0.0,0.055,1,
238579,wetland,6,3,3,0.5,0.4407527316666667,3,2023
238580,non-wetland,8,0,8,0.0,0.06458457825,3,
238581,non-wetland,28,0,28,0.0,0.1859581064642857,3,
238582,wetland,48,4,44,0.08333333333333333,0.19643769238220832,8,"2016, 2018, 2021"
238583,wetland,21,3,18,0.14285714285714285,0.14436985644638095,5,2021
238584,wetland,82,7,75,0.08536585365853659,0.15525462913567073,6,2023
238585,wetland,103,12,91,0.11650485436893204,0.14972931536893203,9,"2017, 2019, 2021"
238586,non-wetland,9,0,9,0.0,0.015535371333333334,2,
238587,wetland,7,6,1,0.8571428571428571,0.7286700951428572,2,2023
238588,wetland,8,3,5,0.375,0.2667461427,3,2023
238589,non-wetland,9,0,9,0.0,0.06584101733333333,2,
238590,wetland,3,3,0,1.0,0.7159052,1,2023
238591,wetland,2,2,0,1.0,0.65116635,2,"2024, 2025"
238592,wetland,52,39,13,0.75,0.5464959761979807,9,"2016, 2017, 2018, 2019, 2021, 2022, 2023, 2025"
238593,wetland,10,1,9,0.1,0.1380985205,3,2024
238594,non-wetland,9,0,9,0.0,0.10968427244444444,3,
238595,non-wetland,1,0,1,0.0,0.3682269,1,
238596,non-wetland,4,1,3,0.25,0.35448205,1,
238597,wetland,3,3,0,1.0,0.6421223066666667,1,2024
238598,wetland,37,24,13,0.6486486486486487,0.5347103030413514,7,"2018, 2021, 2023"
238599,wetland,38,19,19,0.5,0.425592057853421,6,"2021, 2023, 2024"
238600,wetland,20,9,11,0.45,0.4559586604191,5,2023
238601,wetland,7,4,3,0.5714285714285714,0.4958903857142857,5,"2000-2006, 2023, 2024"
238602,wetland,41,22,19,0.5365853658536586,0.50495419257,7,"2019, 2020, 2021, 2023"
238603,non-wetland,16,2,14,0.125,0.21420891062500003,3,
238604,non-wetland,21,0,21,0.0,0.02442513576190476,3,
238605,non-wetland,9,1,8,0.1111111111111111,0.1993111611666667,1,
238607,wetland,23,10,13,0.43478260869565216,0.4166028381739131,3,2023
238608,wetland,13,13,0,1.0,0.6987495923076923,2,"2023, 2025"
238612,non-wetland,4,0,4,0.0,0.20246977,1,
238613,non-wetland,4,0,4,0.0,0.09564407,1,
238614,non-wetland,10,0,10,0.0,0.171951258,2,
238615,non-wetland,13,0,13,0.0,0.2513899346153846,2,
238616,non-wetland,8,0,8,0.0,0.08897470425000001,1,
238617,non-wetland,10,0,10,0.0,0.2194646876,2,
238620,wetland,4,4,0,1.0,0.5546003,1,2025
238622,non-wetland,1,0,1,0.0,0.2994212,1,
238623,non-wetland,8,0,8,0.0,0.29538322125,2,
238625,non-wetland,6,0,6,0.0,0.10986110183333332,4,
238626,non-wetland,105,5,100,0.047619047619047616,0.11806919836428571,10,
238627,wetland,104,25,79,0.2403846153846154,0.2684706140865385,10,"2019, 2020"
238628,non-wetland,197,54,143,0.27411167512690354,0.3332741593734264,14,
238629,wetland,47,13,34,0.2765957446808511,0.40011779474468084,8,2018
238630,wetland,343,45,298,0.13119533527696792,0.178170272939793,17,2013
238631,wetland,40,20,20,0.5,0.469583126725,8,"2017, 2018, 2023, 2024"
238632,wetland,7,3,4,0.42857142857142855,0.2854319594285714,2,2023
238633,non-wetland,2,0,2,0.0,0.108699553,2,
238634,wetland,1,1,0,1.0,0.85108566,1,2023
238635,wetland,1,1,0,1.0,0.8788699,1,2023
238636,wetland,1,1,0,1.0,0.8031077,1,2022
238638,wetland,8,5,3,0.625,0.46527670624999995,2,2023
238639,wetland,7,6,1,0.8571428571428571,0.7086352762857143,2,2023
238640,wetland,3,3,0,1.0,0.8025489266666668,1,2023
238642,wetland,7,3,4,0.42857142857142855,0.2913391332028571,3,2019
238643,non-wetland,48,0,48,0.0,0.032706468244489584,4,
238644,non-wetland,2,0,2,0.0,0.30482504,1,
238645,wetland,19,9,10,0.47368421052631576,0.33963475110421054,6,2019
238646,wetland,2,1,1,0.5,0.50705625,2,2021
238647,non-wetland,4,0,4,0.0,0.154613832525,2,
238648,non-wetland,36,1,35,0.027777777777777776,0.08748920230973611,4,
238649,non-wetland,13,0,13,0.0,0.019861429446153846,3,
238650,non-wetland,19,3,16,0.15789473684210525,0.2066613024026421,6,
238651,non-wetland,28,3,25,0.10714285714285714,0.15819932145357143,7,
238652,wetland,9,1,8,0.1111111111111111,0.24274323887144444,4,2021
238654,non-wetland,2,0,2,0.0,0.009801654,1,
238656,non-wetland,3,0,3,0.0,0.0102807431,1,
238657,non-wetland,7,0,7,0.0,0.14177977869675715,2,
238660,non-wetland,3,0,3,0.0,0.12849981,1,
238665,non-wetland,1,0,1,0.0,0.21192016,1,
238666,non-wetland,1,0,1,0.0,0.18498318,1,
238668,wetland,5,1,4,0.2,0.41687899799999995,4,2023
238670,wetland,5,3,2,0.6,0.6000655659999999,2,2023
238671,wetland,1,1,0,1.0,0.7320752,1,2023
238673,wetland,5,3,2,0.6,0.48775089214999995,1,2023
238675,wetland,9,7,2,0.7777777777777778,0.7332158677777778,3,"before 2000, 2023"
238676,wetland,16,1,15,0.0625,0.15529415525,6,2022
238677,wetland,7,4,3,0.5714285714285714,0.5216737342857143,4,"2020, 2024"
238679,non-wetland,7,0,7,0.0,0.0166729231986,2,
238696,non-wetland,2,0,2,0.0,0.46571988,1,
238698,non-wetland,1,0,1,0.0,0.00014705882,1,
238702,non-wetland,1,0,1,0.0,0.017485246,1,
238703,non-wetland,1,0,1,0.0,0.015819926,1,
238706,non-wetland,1,0,1,0.0,0.39428508,1,
238728,non-wetland,1,0,1,0.0,6.8587105e-06,1,
238731,non-wetland,1,0,1,0.0,0.0,1,
238732,non-wetland,3,0,3,0.0,0.11546988933333334,2,
238744,non-wetland,1,0,1,0.0,5.3850295e-06,1,
238751,wetland,19,10,9,0.5263157894736842,0.5345409505263158,4,"2022, 2025"
238752,non-wetland,305,7,298,0.022950819672131147,0.047762027027918035,8,
238753,non-wetland,300,8,292,0.02666666666666667,0.05670054483971767,5,
238754,non-wetland,117,10,107,0.08547008547008547,0.10147567872551282,8,
238755,non-wetland,548,52,496,0.0948905109489051,0.12410250544461005,9,
238756,wetland,45,9,36,0.2,0.25937781367636664,10,"2020, 2022"
238757,wetland,216,121,95,0.5601851851851852,0.5551727309486398,11,"2022, 2023, 2025"
238758,wetland,122,18,104,0.14754098360655737,0.19949214993616804,5,2021
238759,non-wetland,15,0,15,0.0,0.011168961151933334,3,
238761,non-wetland,4,0,4,0.0,0.064135918195,3,
238764,wetland,21,7,14,0.3333333333333333,0.36094156214285716,2,2021
238765,non-wetland,1,0,1,0.0,0.0,1,
238766,non-wetland,6,0,6,0.0,0.009408569005666667,3,
238767,wetland,4,3,1,0.75,0.457931015532,2,2025
238769,non-wetland,1,0,1,0.0,0.0,1,
238770,non-wetland,2,0,2,0.0,0.00017934595000000002,1,
238771,non-wetland,2,0,2,0.0,0.00514467383,1,
238775,non-wetland,1,0,1,0.0,0.00019534786,1,
238779,wetland,2,1,1,0.5,0.367828048,1,2025
238784,non-wetland,1,0,1,0.0,0.0013117298,1,
238785,non-wetland,1,0,1,0.0,0.4636369,1,
238793,non-wetland,24,0,24,0.0,0.012999337117916667,1,
238794,wetland,36,17,19,0.4722222222222222,0.3080241382515416,2,2020
238797,non-wetland,10,0,10,0.0,0.2053854277,2,
238798,non-wetland,1,0,1,0.0,0.011904762,1,
238805,non-wetland,2,0,2,0.0,0.00375,2,
238806,wetland,3,2,1,0.6666666666666666,0.49378542333333336,2,"2015, 2024"
238808,wetland,4,4,0,1.0,0.643407225,1,2022
238809,wetland,164,40,124,0.24390243902439024,0.2884168900612195,11,"2019, 2025"
238810,wetland,3,1,2,0.3333333333333333,0.25840495,2,2024
238812,wetland,1,1,0,1.0,0.7757035,1,2025
238813,wetland,10,6,4,0.6,0.42671204025018,5,"2017, 2023, 2024, 2025"
238814,wetland,297,137,160,0.4612794612794613,0.4567063673758923,10,"2011-2012, 2017, 2020, 2021, 2023, 2024"
238815,non-wetland,7,1,6,0.14285714285714285,0.12640903614285712,2,
238816,non-wetland,3,0,3,0.0,0.0,1,
238817,non-wetland,1,0,1,0.0,0.016666668,1,
238819,non-wetland,5,0,5,0.0,0.014068044391700002,3,
238824,non-wetland,3,0,3,0.0,0.13373762,2,
238825,non-wetland,37,0,37,0.0,0.009645586307594595,5,
238826,non-wetland,2,0,2,0.0,0.0,1,
